CustomerDetail,Comment,CommentClass,ProductID,Comment_en,CommentClass_en,labels,tokens,clean_comment
**** ****|25 Ağustos 2019|LAV satıcısından alındı.,Paketleme güzeldi tek tek sarılmıştı kırık çizik yoktu 👍 Uzun olan bardakların dip kısmı yamuk biraz entersan geldi 🤔 en kucuk boy olanlar magnolia v.b tatli yapmaya uygun görünüyor deniyeceğim 😄,['iyipaketleme'],28,Packaging was nice one by one hugged broken scratch there was no fracture scratches 👍 The bottom of the cups came a little trapezoid a little entersan 🤔 The most small -sized ones Magnolia etc.,['good -up'],['good -up'],"['packaging', 'nice', 'one', 'one', 'hugged', 'broken', 'scratch', 'fracture', 'scratch', 'bottom', 'cup', 'came', 'little', 'trapezoid', 'little', 'entersan', 'small', 'sized', 'one', 'magnolia', 'etc']",packaging nice one one hugged broken scratch fracture scratch bottom cup came little trapezoid little entersan small sized one magnolia etc
**** ****|2 Mart 2020|LAV satıcısından alındı.,"Küçük olan şerbet ya da kahve yanı için, orta boyu su bardağı olarak büyük olanlar da meşrubat bardağı olarak ideal bence çok beğendim. Paketlemesi de gayet iyiydi.",['iyipaketleme'],28,"For the small sherbet or coffee as well as the mid -sized cup of water, I think the ideal as the soft drink cup. The packaging was also fine.",['good -up'],['good -up'],"['small', 'sherbet', 'coffee', 'well', 'mid', 'sized', 'cup', 'water', 'think', 'ideal', 'soft', 'drink', 'cup', 'packaging', 'also', 'fine']",small sherbet coffee well mid sized cup water think ideal soft drink cup packaging also fine
G** K**|25 Ağustos 2021|LAV satıcısından alındı.,uygun fiyata ve gayet güzel paketlenmiş herkesin emeğine sağlık kimse tereddüt etmesin alırken,"['iyipaketleme','uygunfiyat']",28,"While taking the labor of everyone who is packaged at an affordable price and very well, no one does not hesitate","['good -up', 'convenience']","['good -up', 'convenience']","['taking', 'labor', 'everyone', 'packaged', 'affordable', 'price', 'well', 'one', 'hesitate']",taking labor everyone packaged affordable price well one hesitate
**** ****|24 Ağustos 2021|LAV satıcısından alındı.,ürün bugün elime ulaştı gercekten cok begendim paketleme çok özenliydi teşekkür ederim,['iyipaketleme'],28,"The product has reached my hand today, I really like it, the packaging was very careful, thank you",['good -up'],['good -up'],"['product', 'reached', 'hand', 'today', 'really', 'like', 'packaging', 'careful', 'thank']",product reached hand today really like packaging careful thank
Y** B**|23 Ağustos 2021|LAV satıcısından alındı.,"Bu kadar hızlı bir teslimat beklemiyordum, ürünlerde güzel paketlenmişti.","['iyipaketleme','hızlıteslimat']",28,"I didn't expect such a quick delivery, it was well packaged on the products.","['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['expect', 'quick', 'delivery', 'well', 'packaged', 'product']",expect quick delivery well packaged product
Ayşe Çelik|23 Ağustos 2021|LAV satıcısından alındı.,"Güzel paketlenmiş, kırıksız geldi çok güzel resimde göründüğü gibi.",['iyipaketleme'],28,"Beautifully packaged, broken -free came as it appears in the beautiful picture.",['good -up'],['good -up'],"['beautifully', 'packaged', 'broken', 'free', 'came', 'appears', 'beautiful', 'picture']",beautifully packaged broken free came appears beautiful picture
**** ****|22 Ağustos 2021|LAV satıcısından alındı.,cok güzeller gercekten cok iyi paketlenmis,"['iyipaketleme','ürüngüzel']",28,"They are very beautiful, it is really well packaged","['good -up', 'Product']","['good -up', 'Product']","['beautiful', 'really', 'well', 'packaged']",beautiful really well packaged
Y** A**|21 Ağustos 2021|LAV satıcısından alındı.,Özenli paketleme için teşekkürler daha önce kullandığım ürün gerçekten güzeller,['iyipaketleme'],28,"Thanks for careful packaging, the product I used before is really beautiful",['good -up'],['good -up'],"['thanks', 'careful', 'packaging', 'product', 'used', 'really', 'beautiful']",thanks careful packaging product used really beautiful
F** T**|21 Ağustos 2021|LAV satıcısından alındı.,Görseldeki gibi çok şık duruyor paketleme çok iyi Bi kırılma olmadı ayrıca çok hızlı kargoydu,"['iyipaketleme','şıkduruyor']",28,It looks very stylish as in the image.,"['good -up', 'makes it stylish']","['good -up', 'makes it stylish']","['look', 'stylish', 'image']",look stylish image
**** ****|21 Ağustos 2021|LAV satıcısından alındı.,çok begendim paketlenmesi güzel yapılmış hiçbir hasar yok çok hızlı teslimat yapıldı teşekkür ederim,['iyipaketleme'],28,"I liked it very much, there is no damage to the packaging.",['good -up'],['good -up'],"['liked', 'much', 'damage', 'packaging']",liked much damage packaging
Ö** P** K**|20 Ağustos 2021|LAV satıcısından alındı.,paketleme güzel. ürün güzel. orta boyutta. ne çok büyük ne çok küçük.,"['iyipaketleme','ürüngüzel']",28,Packaging is nice. The product is beautiful. Medium size. Neither too big nor too small.,"['good -up', 'Product']","['good -up', 'Product']","['packaging', 'nice', 'product', 'beautiful', 'medium', 'size', 'neither', 'big', 'small']",packaging nice product beautiful medium size neither big small
**** ****|20 Ağustos 2021|LAV satıcısından alındı.,Çok özenli paketlenmiş ve ürün bire bir aynı çok teşekkür ediyorum kesinlikle tavsiye ederim,['iyipaketleme'],28,"Very carefully packaged and the product is one -to -one, thank you very much.",['good -up'],['good -up'],"['carefully', 'packaged', 'product', 'one', 'one', 'thank', 'much']",carefully packaged product one one thank much
H** D**|23 Ağustos 2021|LAV satıcısından alındı.,Paketlemesi çok güzel. Kırıksız bir şekilde geldi 💯,['iyipaketleme'],28,Packaging is very nice. He came without a broken way 💯,['good -up'],['good -up'],"['packaging', 'nice', 'came', 'without', 'broken', 'way']",packaging nice came without broken way
**** ****|20 Ağustos 2021|LAV satıcısından alındı.,paketlemesi çok güzel olmuş. bardaklar çok güzel🙂,['iyipaketleme'],28,Packaging is very nice. The cups are very beautiful.,['good -up'],['good -up'],"['packaging', 'nice', 'cup', 'beautiful']",packaging nice cup beautiful
E** N** E**|18 Ağustos 2021|LAV satıcısından alındı.,merhaba çok begendim paketlenmesi de çok güzeldi güvenle alişveriş yapabilirsiniz,['iyipaketleme'],28,"Hello, I like it very much, it was very nice, you can safely shop.",['good -up'],['good -up'],"['hello', 'like', 'much', 'nice', 'safely', 'shop']",hello like much nice safely shop
Selva fidan|18 Ağustos 2021|Maxikazanç satıcısından alındı.,"çok güzel paketleme yapmışlar, tavsiye ediyorum",['iyipaketleme'],28,"They made very nice packaging, I recommend",['good -up'],['good -up'],"['made', 'nice', 'packaging', 'recommend']",made nice packaging recommend
M** K**-Elite Üye|17 Ağustos 2021|LAV satıcısından alındı.,Tek kelimeyle muhteşem çok şık bir takım ve çok güzel paketlenmiş,"['iyipaketleme','şıkduruyor']",28,"In a word, it is a very stylish team and very beautifully packaged","['good -up', 'makes it stylish']","['good -up', 'makes it stylish']","['word', 'stylish', 'team', 'beautifully', 'packaged']",word stylish team beautifully packaged
Tuğçenur Kara|16 Ağustos 2021|Maxikazanç satıcısından alındı.,Çok özenli paketleme olmuş ellerinize sağlık teşekkür ederim :),['iyipaketleme'],28,"Very careful packaging, thank you for your hands :)",['good -up'],['good -up'],"['careful', 'packaging', 'thank', 'hand']",careful packaging thank hand
g** d**-Elite Üye|15 Ağustos 2021|Markam Burada satıcısından alındı.,harika bayildim paketleme cok guzel hic kirik gelmedi tesekkur ederim,['iyipaketleme'],28,"Great I love it, packaging is very nice, thank you.",['good -up'],['good -up'],"['great', 'love', 'packaging', 'nice', 'thank']",great love packaging nice thank
E** G**|14 Ağustos 2021|LAV satıcısından alındı.,Çok teşekkür ederim çok güzel paketlenmiş çok güzel ürünler 👏👏,['iyipaketleme'],28,Thank you very much very nicely packaged very nice products 👏👏,['good -up'],['good -up'],"['thank', 'much', 'nicely', 'packaged', 'nice', 'product']",thank much nicely packaged nice product
ç** t**-Elite Üye|14 Ağustos 2021|LAV satıcısından alındı.,"Harika, boyutları hafifliği paketleme ve hızlı kargo 👏","['iyipaketleme','hızlıteslimat']",28,"Great, Dimensions Lightness Packaging and Fast Shipping 👏","['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['great', 'dimension', 'lightness', 'packaging', 'fast', 'shipping']",great dimension lightness packaging fast shipping
e** ç**|12 Ağustos 2021|LAV satıcısından alındı.,ozenli paketleme çok kısa sürede ulaştı elime teşekkürler,"['iyipaketleme','hızlıteslimat']",28,Ozenli packaging reached a very short time thanks,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['ozenli', 'packaging', 'reached', 'short', 'time', 'thanks']",ozenli packaging reached short time thanks
Ş** G**|12 Ağustos 2021|LAV satıcısından alındı.,Paketleme güzeldi. Ürün eksiksiz geldi . Beklediğimden çok daha güzel.. Teşekkürler :),['iyipaketleme'],28,The packaging was nice. The product came completely. Much more beautiful than I expected .. thanks :),['good -up'],['good -up'],"['packaging', 'nice', 'product', 'came', 'completely', 'much', 'beautiful', 'expected', 'thanks']",packaging nice product came completely much beautiful expected thanks
G** A**|11 Ağustos 2021|NAR50 satıcısından alındı.,"Fiyatına göre güzel ürün, paketleme de güzeldi. Teşekkürler.","['iyipaketleme','ürüngüzel','fiyatperformans']",28,"According to the price, beautiful product, packaging was also nice. Thanks.","['good -up', 'Product', 'Priceperformance']","['good -up', 'Product', 'Priceperformance']","['according', 'price', 'beautiful', 'product', 'packaging', 'also', 'nice', 'thanks']",according price beautiful product packaging also nice thanks
**** ****|11 Ağustos 2021|NAR50 satıcısından alındı.,Paketlemesi güzel sapa sağlam ulaştı elime,['iyipaketleme'],28,Packaging has reached a good handle.,['good -up'],['good -up'],"['packaging', 'reached', 'good', 'handle']",packaging reached good handle
**** ****-Elite Üye|10 Ağustos 2021|LAV satıcısından alındı.,"Çok kullanışlı, hemen teslim ve iyi paketleme",['iyipaketleme'],28,"Very useful, delivery immediately and good packaging",['good -up'],['good -up'],"['useful', 'delivery', 'immediately', 'good', 'packaging']",useful delivery immediately good packaging
N** B**|8 Ağustos 2021|hapelev satıcısından alındı.,Hizli kargo guzel paketleme gorseldeki urunun aynisi tavsiye ederm,"['iyipaketleme','hızlıteslimat']",28,Fast Cargo Beautiful Packaging I recommend the same product in the gorsel,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['fast', 'cargo', 'beautiful', 'packaging', 'recommend', 'product', 'gorsel']",fast cargo beautiful packaging recommend product gorsel
s** t**|6 Ağustos 2021|Markam Burada satıcısından alındı.,Çok güzel ve kaliteli bardaklar.Mükemmel paketleme ✨,"['iyipaketleme','kaliteliürün']",28,Very nice and high quality cups. Perfect packaging ✨,"['good -up', 'your quality']","['good -up', 'your quality']","['nice', 'high', 'quality', 'cup', 'perfect', 'packaging']",nice high quality cup perfect packaging
K** Ç**|5 Ağustos 2021|Marko Süpermarket satıcısından alındı.,zaten yoruma gerek olmayan bir ürün gayet güzel. paketleme de çok iyi hiç kırık yoktu,"['iyipaketleme','ürüngüzel']",28,"A product that does not need a comment anyway is very good. Packaging was also very good, there was no broken","['good -up', 'Product']","['good -up', 'Product']","['product', 'need', 'comment', 'anyway', 'good', 'packaging', 'also', 'good', 'broken']",product need comment anyway good packaging also good broken
L** D**|4 Ağustos 2021|GULHANILE satıcısından alındı.,"paketleme harika, bardaklar kullanışlı çeyize aldım memnun kaldım","['iyipaketleme','ürüngüzel']",28,"The packaging is great, the cups I bought a handy dowry, I was satisfied","['good -up', 'Product']","['good -up', 'Product']","['packaging', 'great', 'cup', 'bought', 'handy', 'dowry', 'satisfied']",packaging great cup bought handy dowry satisfied
**** ****|3 Ağustos 2021|LAV satıcısından alındı.,ben çok beğendim paketleme de gayet güzel şekilde elime ulaştı. teşekkür,['iyipaketleme'],28,I liked it very much. Thanks,['good -up'],['good -up'],"['liked', 'much', 'thanks']",liked much thanks
**** ****|3 Ağustos 2021|LAV satıcısından alındı.,Çeyizime aldım iyi ki aldım çok guzel paketlenmis harika çok teşekkür ederim emeğinize sağlık😊,['iyipaketleme'],28,"I bought it in my dowry, I bought it very well, it is very nice, it is great, thank you very much, thank you.",['good -up'],['good -up'],"['bought', 'dowry', 'bought', 'well', 'nice', 'great', 'thank', 'much', 'thank']",bought dowry bought well nice great thank much thank
**** ****-Elite Üye|3 Ağustos 2021|NAR50 satıcısından alındı.,çok kibar bir set. paketleme gayet güzel yapılmıştı. teşekkürler,['iyipaketleme'],28,A very polite set. The packaging was made very well. thanks,['good -up'],['good -up'],"['polite', 'set', 'packaging', 'made', 'well', 'thanks']",polite set packaging made well thanks
N** A**-Elite Üye|2 Ağustos 2021|Marko Süpermarket satıcısından alındı.,Sorunsuz alışveriş gerek ürün paketleme iyi kırık yok teşekkürler,['iyipaketleme'],28,Needless Shopping Necessary Product Packaging No Good Broken Thanks,['good -up'],['good -up'],"['needless', 'shopping', 'necessary', 'product', 'packaging', 'good', 'broken', 'thanks']",needless shopping necessary product packaging good broken thanks
cansel yıldırım|1 Ağustos 2021|LAV satıcısından alındı.,Ürün tam beklediğimiz gibi geldi çok özenli paketlenmişti,['iyipaketleme'],28,"The product came exactly as we expected, it was very carefully packaged",['good -up'],['good -up'],"['product', 'came', 'exactly', 'expected', 'carefully', 'packaged']",product came exactly expected carefully packaged
B** Ö**|1 Ağustos 2021|LAV satıcısından alındı.,"fiyatına göre harika. kargo çok hızlı, paketleme çok iyi. teşekkürler","['iyipaketleme','fiyatperformans','hızlıteslimat']",28,"Great for the price. Cargo is very fast, packaging is very good. thanks","['good -up', 'Priceperformance', 'Speedeslimat']","['good -up', 'Priceperformance', 'Speedeslimat']","['great', 'price', 'cargo', 'fast', 'packaging', 'good', 'thanks']",great price cargo fast packaging good thanks
**** ****-Elite Üye|29 Temmuz 2021|LAV satıcısından alındı.,"Kargo hızlıydı,paketleme ozenliydi,ürünün kalitesi çok iyi. Teşekkürler","['iyipaketleme','hızlıteslimat','kaliteliürün']",28,"The cargo was fast, the packaging was ozen, the quality of the product is very good. Thanks","['good -up', 'Speedeslimat', 'your quality']","['good -up', 'Speedeslimat', 'your quality']","['cargo', 'fast', 'packaging', 'ozen', 'quality', 'product', 'good', 'thanks']",cargo fast packaging ozen quality product good thanks
Ö** n** İ**|29 Temmuz 2021|LAV satıcısından alındı.,Güzel paketlenmiş geldi bir sorun yaşamadık,['iyipaketleme'],28,"It came well, we didn't have a problem",['good -up'],['good -up'],"['came', 'well', 'problem']",came well problem
B** K**|28 Temmuz 2021|LAV satıcısından alındı.,bardaklar gerçekten çok güzel bu fiyata kaçmaz. hiç kırık falan da yoktu gayet güzel paketlenmişti,"['iyipaketleme','ürüngüzel','fiyatperformans']",28,The cups do not escape at this price. There was no broken or anything.,"['good -up', 'Product', 'Priceperformance']","['good -up', 'Product', 'Priceperformance']","['cup', 'escape', 'price', 'broken', 'anything']",cup escape price broken anything
A** B**|27 Temmuz 2021|LAV satıcısından alındı.,Paketleme çok güzel bardaklarda çok güzel teşekkür ederim,['iyipaketleme'],28,Packaging very nice cups very nice thank you,['good -up'],['good -up'],"['packaging', 'nice', 'cup', 'nice', 'thank']",packaging nice cup nice thank
**** ****|26 Temmuz 2021|LAV satıcısından alındı.,çok güzel paketlenmiş özenle taşınmış teşekkürler emeği geçen herkese,['iyipaketleme'],28,very well packaged carefully moved thanks to everyone who contributed,['good -up'],['good -up'],"['well', 'packaged', 'carefully', 'moved', 'thanks', 'everyone', 'contributed']",well packaged carefully moved thanks everyone contributed
H** K**|23 Temmuz 2021|LAV satıcısından alındı.,Cok begendin tam istediğim gibi geldi paketleme de gayet iyiydi 😊,['iyipaketleme'],28,"You liked it very much, it came exactly as I wanted, the packaging was fine too 😊",['good -up'],['good -up'],"['liked', 'much', 'came', 'exactly', 'wanted', 'packaging', 'fine']",liked much came exactly wanted packaging fine
m** a**|17 Temmuz 2021|LAV satıcısından alındı.,cok şık bi paraya bu kalite çok iyi.paketleme de güzeldi,['iyipaketleme'],28,This quality is very good for a very elegant money.,['good -up'],['good -up'],"['quality', 'good', 'elegant', 'money']",quality good elegant money
**** ****|16 Temmuz 2021|LAV satıcısından alındı.,Paketleme güzeldi kırılmaması için ellerinden geleni yapmışlar. Hızlı teslimat için teşekkür ederim.,['iyipaketleme'],28,"The packaging was nice, they did their best to avoid breaking. Thank you for fast delivery.",['good -up'],['good -up'],"['packaging', 'nice', 'best', 'avoid', 'breaking', 'thank', 'fast', 'delivery']",packaging nice best avoid breaking thank fast delivery
e** a**|14 Temmuz 2021|LAV satıcısından alındı.,Özenli paketleme için tesekkürler ürünler gayet güzel,['iyipaketleme'],28,"Thank you for careful packaging, the products are fine",['good -up'],['good -up'],"['thank', 'careful', 'packaging', 'product', 'fine']",thank careful packaging product fine
T** Z**|14 Temmuz 2021|LAV satıcısından alındı.,"Tamda göründüğü gibi harika,çok özenli paketleme,hızlı teslimat 👍🏻","['iyipaketleme','hızlıteslimat']",28,"Just as it looks great, very careful packaging, fast delivery 👍🏻","['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['look', 'great', 'careful', 'packaging', 'fast', 'delivery']",look great careful packaging fast delivery
F** M**|7 Temmuz 2021|NAR50 satıcısından alındı.,Mükemmel bir ürün kaliteli ve özenle paketlenmiş asla kırılma olmamış teşekkürler.,"['iyipaketleme','kaliteliürün']",28,"A perfect product is of high quality and carefully packed, thank you.","['good -up', 'your quality']","['good -up', 'your quality']","['perfect', 'product', 'high', 'quality', 'carefully', 'packed', 'thank']",perfect product high quality carefully packed thank
Bahar Engin-Elite Üye|7 Temmuz 2021|LAV satıcısından alındı.,Paketlenmesi çok iyiydi kırılır mı diye korkmuştum ama hiç sorun çıkmadı göründüğü gibi geldi,['iyipaketleme'],28,"I was scared if it was very good, it was very good, but there was no problem, it came as it seems.",['good -up'],['good -up'],"['scared', 'good', 'good', 'problem', 'came', 'seems']",scared good good problem came seems
A** N** D**|7 Temmuz 2021|LAV satıcısından alındı.,ürün şık güzel hızlı kargo güzel paketleme,"['iyipaketleme','hızlıteslimat']",28,Product Stylish Beautiful Fast Shipping Beautiful Packaging,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['product', 'stylish', 'beautiful', 'fast', 'shipping', 'beautiful', 'packaging']",product stylish beautiful fast shipping beautiful packaging
Y** Y**|7 Temmuz 2021|LAV satıcısından alındı.,Ürün gerçekten cok güzel. Paketleme de özenli. En küçük olan bardakta cok küçük değil.,"['iyipaketleme','ürüngüzel']",28,The product is really nice. Packaging is also attentive. The smallest cup is not too small.,"['good -up', 'Product']","['good -up', 'Product']","['product', 'really', 'nice', 'packaging', 'also', 'attentive', 'smallest', 'cup', 'small']",product really nice packaging also attentive smallest cup small
M** A**|6 Temmuz 2021|LAV satıcısından alındı.,güzel paketleme hızlı kargo hiç kırık yok Çok teşekkürler,"['iyipaketleme','hızlıteslimat']",28,"Beautiful packaging fast shipping no broken, thank you so much","['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['beautiful', 'packaging', 'fast', 'shipping', 'broken', 'thank', 'much']",beautiful packaging fast shipping broken thank much
y** a**|6 Temmuz 2021|LAV satıcısından alındı.,çok Güzel gerçekten çekinmeden alabilirsiniz çok iyi paketlenmisti hiç sorun yaşamadım,['iyipaketleme'],28,"It was very nice, you can really get it without hesitation, it was packaged very well, I didn't have any problems.",['good -up'],['good -up'],"['nice', 'really', 'get', 'without', 'hesitation', 'packaged', 'well', 'problem']",nice really get without hesitation packaged well problem
K** Ç**|5 Temmuz 2021|LAV satıcısından alındı.,Çok özenli paketlenmiş cok beğendim cok kaliteli,['iyipaketleme'],28,"I liked it very carefully, very high quality",['good -up'],['good -up'],"['liked', 'carefully', 'high', 'quality']",liked carefully high quality
P** A**|5 Temmuz 2021|LAV satıcısından alındı.,"On yıldız, şıklığı, inceliği, paketlemesi. Çok güzel bir ürün bu fiyata bence çok kaliteli.","['iyipaketleme','ürüngüzel']",28,"Ten stars, elegance, subtlety, packaging. I think a very nice product at this price very high quality.","['good -up', 'Product']","['good -up', 'Product']","['ten', 'star', 'elegance', 'subtlety', 'packaging', 'think', 'nice', 'product', 'price', 'high', 'quality']",ten star elegance subtlety packaging think nice product price high quality
elif kırılmaz|5 Temmuz 2021|LAV satıcısından alındı.,ceyizime almıştım günlük su takımı sade hoş ve şık. paketleme çok güzeldi,['iyipaketleme'],28,"I bought it to my gaze, the daily water set is simple and stylish. Packaging was very nice",['good -up'],['good -up'],"['bought', 'gaze', 'daily', 'water', 'set', 'simple', 'stylish', 'packaging', 'nice']",bought gaze daily water set simple stylish packaging nice
Z** A**|5 Temmuz 2021|LAV satıcısından alındı.,"çeyizime günlük kullanım için aldım, gayet güzeller çok beğendim harika paketleme","['iyipaketleme','ürüngüzel','günlükkullanım']",28,"I bought it for daily use to my dowry, I liked it very much, great packaging","['good -up', 'Product', 'Daily Office']","['good -up', 'Product', 'Daily Office']","['bought', 'daily', 'use', 'dowry', 'liked', 'much', 'great', 'packaging']",bought daily use dowry liked much great packaging
H** N** Ç**|4 Temmuz 2021|LAV satıcısından alındı.,harika çok beğendim kargo hızlı geldi ve çok özenle paketlenmiş,"['iyipaketleme','hızlıteslimat']",28,"Great I like it very much, the cargo came fast and very carefully packaged","['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['great', 'like', 'much', 'cargo', 'came', 'fast', 'carefully', 'packaged']",great like much cargo came fast carefully packaged
A** g**|3 Temmuz 2021|LAV satıcısından alındı.,Hiç bir kırık çizik yoktu. Sapasağlam geldi. Paketlemesi çok güzeldi,"['iyipaketleme','sağlamgeldi']",28,There was no broken scratches. It was intact. Packaging was very nice,"['good -up', 'firmly']","['good -up', 'firmly']","['broken', 'scratch', 'intact', 'packaging', 'nice']",broken scratch intact packaging nice
h** b**|3 Temmuz 2021|LAV satıcısından alındı.,kaliteli ve güzel bir ürün. kırık çatlak vs çıkmadı özenli paketlenmiş.,"['iyipaketleme','ürüngüzel','kaliteliürün']",28,A quality and beautiful product. Fracture cracked etc did not come out attentively packaged.,"['good -up', 'Product', 'your quality']","['good -up', 'Product', 'your quality']","['quality', 'beautiful', 'product', 'fracture', 'cracked', 'etc', 'come', 'attentively', 'packaged']",quality beautiful product fracture cracked etc come attentively packaged
B** k**|2 Temmuz 2021|LAV satıcısından alındı.,ürün çok çok iyi. paketleme sorunsuz Teşekürler 🙏,['iyipaketleme'],28,The product is very very good. Packaging trouble -free thanks 🙏,['good -up'],['good -up'],"['product', 'good', 'packaging', 'trouble', 'free', 'thanks']",product good packaging trouble free thanks
Selda Aybirdi|1 Temmuz 2021|LAV satıcısından alındı.,özenle paketlenmiş ve hasarsız gelmiş. teşekkürler:),['iyipaketleme'],28,carefully packaged and dismissed. thanks:),['good -up'],['good -up'],"['carefully', 'packaged', 'dismissed', 'thanks']",carefully packaged dismissed thanks
**** ****|30 Haziran 2021|LAV satıcısından alındı.,paketleme çok güzeldi sağlam geldi teşekkürler,"['iyipaketleme','sağlamgeldi']",28,"The packaging was very nice, it came solid thanks","['good -up', 'firmly']","['good -up', 'firmly']","['packaging', 'nice', 'came', 'solid', 'thanks']",packaging nice came solid thanks
**** ****|30 Haziran 2021|LAV satıcısından alındı.,Bardaklardan bır tanesi kırık cıktı paketleme ıyı degıldı,['iyipaketleme'],28,"A broken cups were broken, the packaging was not good",['good -up'],['good -up'],"['broken', 'cup', 'broken', 'packaging', 'good']",broken cup broken packaging good
H** u**|28 Haziran 2021|LAV satıcısından alındı.,çok kaliteli düşünmeden alın üstelik paketleme çok ozenli,['iyipaketleme'],28,"Take it without thinking very quality, and the packaging is very ozing",['good -up'],['good -up'],"['take', 'without', 'thinking', 'quality', 'packaging', 'ozing']",take without thinking quality packaging ozing
edanur Özkan|28 Haziran 2021|Marko Süpermarket satıcısından alındı.,çok güzel paketlenmiş gönül rahatlığı ile alabilirsiniz. ben 12 ye tamamladım gayet şık,['iyipaketleme'],28,You can get it with very nice packaged peace of mind. I completed it for 12,['good -up'],['good -up'],"['get', 'nice', 'packaged', 'peace', 'mind', 'completed']",get nice packaged peace mind completed
sibel köse|27 Haziran 2021|LAV satıcısından alındı.,Çok beğendim. paketleme gayet iyiydi . Kesinlikle tavsiye ederim .,['iyipaketleme'],28,I like it a lot. The packaging was fine. I definitely recommend it.,['good -up'],['good -up'],"['like', 'lot', 'packaging', 'fine', 'definitely', 'recommend']",like lot packaging fine definitely recommend
A** A**|27 Haziran 2021|Maxikazanç satıcısından alındı.,Ürün paketlemesi çok iyi hiç kırık olmadan geldi. Bardak boyutları da gayet iyi.,['iyipaketleme'],28,The product packaging came very well without any broken. The glass sizes are also fine.,['good -up'],['good -up'],"['product', 'packaging', 'came', 'well', 'without', 'broken', 'glass', 'size', 'also', 'fine']",product packaging came well without broken glass size also fine
Arzu Költe Turgay|25 Haziran 2021|LAV satıcısından alındı.,Görsellerde gibi paketleme iyi yapılmış sağlam şekilde teslim aldım,['iyipaketleme'],28,I got a well -made packaging as well as in visuals.,['good -up'],['good -up'],"['got', 'well', 'made', 'packaging', 'well', 'visuals']",got well made packaging well visuals
**** ****|25 Haziran 2021|Marko Süpermarket satıcısından alındı.,Çok güzel paketlenmişti hiç kırık vs yok teşekkür ediyorum,['iyipaketleme'],28,It was packaged very well.,['good -up'],['good -up'],"['packaged', 'well']",packaged well
**** ****|25 Haziran 2021|LAV satıcısından alındı.,Paketleme çok özenliydi bardaklar da tam istediğim gibi geldi,['iyipaketleme'],28,The packaging was very careful and the glasses came exactly as I wanted,['good -up'],['good -up'],"['packaging', 'careful', 'glass', 'came', 'exactly', 'wanted']",packaging careful glass came exactly wanted
Ş** T**-Elite Üye|25 Haziran 2021|LAV satıcısından alındı.,"çok beğendim, sapasağlam geldi hepsi, çok güzel paketlenmişti","['iyipaketleme','sağlamgeldi']",28,"I liked it very much, it was all the time, it was very nicely packaged","['good -up', 'firmly']","['good -up', 'firmly']","['liked', 'much', 'time', 'nicely', 'packaged']",liked much time nicely packaged
M** G**|24 Haziran 2021|LAV satıcısından alındı.,Muhteşem muhteşem muhteşem... Paketleme çok özenli ürünler kaliteliydi alın aldırın,['iyipaketleme'],28,Gorgeous gorgeous ... Packaging is very attentive products quality,['good -up'],['good -up'],"['gorgeous', 'gorgeous', 'packaging', 'attentive', 'product', 'quality']",gorgeous gorgeous packaging attentive product quality
Şehriban Allun|23 Haziran 2021|LAV satıcısından alındı.,Çok beğenerek aldım paketlemesi çok güzel sağlam bir şekilde geldi,['iyipaketleme'],28,I bought it very much.,['good -up'],['good -up'],"['bought', 'much']",bought much
s** d**|23 Haziran 2021|Markam Burada satıcısından alındı.,paketleme özenli küçük boy kahve yani bardağı olarak çok sık duruyor,"['iyipaketleme','şıkduruyor']",28,"Packaging Careful Small Boy Coffee, so it stands very often as a glass","['good -up', 'makes it stylish']","['good -up', 'makes it stylish']","['packaging', 'careful', 'small', 'boy', 'coffee', 'stand', 'often', 'glass']",packaging careful small boy coffee stand often glass
sıla DİNLER|23 Haziran 2021|LAV satıcısından alındı.,ben çok beğendim indirimdeyken aldım kırık vs hiç birşey yoktu paketleme güzeldi👌,['iyipaketleme'],28,"I liked it very much, I bought it when I was on a discount, etc.",['good -up'],['good -up'],"['liked', 'much', 'bought', 'discount', 'etc']",liked much bought discount etc
**** ****|23 Haziran 2021|LAV satıcısından alındı.,Gayet güzel sade ve şık.. Hızlı kargo ve güzel paketlenmiş teşekkür ederiz,"['iyipaketleme','hızlıteslimat']",28,Very nice and stylish .. Fast shipping and beautifully packaged thank you,"['good -up', 'Speedeslimat']","['good -up', 'Speedeslimat']","['nice', 'stylish', 'fast', 'shipping', 'beautifully', 'packaged', 'thank']",nice stylish fast shipping beautifully packaged thank
Z** C**|22 Haziran 2021|LAV satıcısından alındı.,"Annem çok seviyordu bu bardakları gayet güzel, paketleme de aşırı iyi",['iyipaketleme'],28,"My mother loved these cups very good, the packaging is also extremely good",['good -up'],['good -up'],"['mother', 'loved', 'cup', 'good', 'packaging', 'also', 'extremely', 'good']",mother loved cup good packaging also extremely good
